안전조직수준,위원회수준,인증보유,위험성평가수준,교육훈련도움,정리정돈상태,작업중지권,작업반장기여,전문지도,고용노동부감독,안전보건공단지원,공사규모,발주처,기성공정률,공사종류,외국인비율,사고발생
2,2,0,2,4,4,4,3,1,1,1,1,2,4,4,0.0,0
2,2,0,2,4,3,5,4,0,1,1,2,3,6,4,0.0,1
2,2,1,2,5,4,3,4,0,0,1,3,2,1,1,0.0,0
2,1,0,2,4,3,4,5,1,0,0,2,1,3,1,28.57,0
2,2,0,2,4,4,4,4,0,0,0,1,2,4,3,0.0,0
2,2,1,2,4,4,4,4,0,1,0,2,1,2,5,34.0,0
2,2,0,2,5,5,5,5,1,0,1,2,2,1,3,0.0,0
2,2,1,2,5,4,5,3,0,0,0,2,1,2,1,38.75,0
2,1,1,2,5,5,4,4,1,0,0,3,2,4,2,28.5,1
2,2,1,0,4,4,4,3,0,0,0,3,2,3,4,27.03,1
2,0,0,1,4,4,4,5,1,0,1,1,2,3,3,33.33,0
2,0,0,0,5,5,5,5,1,0,1,1,2,1,1,0.0,0
2,1,0,1,4,5,5,5,1,0,1,2,2,2,3,0.0,0
2,0,0,2,3,3,4,4,0,1,0,2,1,5,1,54.55,0
2,2,1,2,4,4,5,3,1,1,1,2,2,5,2,0.0,1
2,2,0,2,5,4,5,5,0,1,1,1,2,3,3,73.33,0
2,2,0,2,5,4,5,5,0,0,1,1,2,2,1,40.0,0
2,2,1,2,4,4,4,5,1,1,1,2,2,2,3,5.0,0
2,2,1,2,4,2,5,4,0,1,1,2,1,5,4,37.5,0
2,2,0,2,5,5,5,5,1,0,1,2,1,6,3,0.0,1
2,2,0,2,5,5,5,5,0,1,1,2,2,2,3,28.57,0
2,2,0,2,3,3,4,4,0,0,1,1,2,4,4,40.0,0
2,2,0,2,5,5,5,5,0,1,0,2,2,6,1,70.0,0
1,1,1,2,4,4,4,4,1,0,1,2,2,1,1,0.0,0
2,1,0,2,5,4,5,5,1,1,1,2,1,3,1,17.86,0
2,2,1,2,5,5,4,5,1,1,1,3,2,4,3,55.56,1
2,2,0,2,5,4,5,4,0,0,1,2,2,2,3,25.0,0
2,2,1,2,4,5,5,5,1,1,1,2,2,6,4,53.33,1
2,2,0,2,5,4,4,5,0,1,1,2,2,2,3,60.0,0
2,2,0,2,4,5,5,5,0,0,1,2,2,6,3,23.33,1
2,2,1,2,4,3,4,3,0,1,1,2,1,2,4,22.22,0
2,2,0,2,3,4,2,3,0,1,1,1,3,2,4,0.0,0
2,2,1,2,4,4,5,4,1,1,1,3,2,3,1,40.0,1
2,2,0,2,4,3,3,3,1,1,1,2,2,4,3,20.0,1
2,2,0,0,4,4,4,4,0,1,1,3,1,1,5,0.0,0
2,1,0,2,4,5,4,4,1,0,1,2,2,4,7,1.0,1
2,0,0,2,4,5,5,5,0,1,1,2,2,3,3,10.0,1
1,0,1,2,5,5,5,5,1,1,1,2,2,2,3,25.0,0
2,2,0,2,4,3,5,3,1,1,1,3,1,4,1,66.67,1
2,2,0,2,4,4,5,5,0,1,1,2,2,6,3,28.57,0
2,2,0,2,4,5,4,5,0,1,1,2,2,3,4,27.03,0
1,2,0,2,4,5,4,5,0,0,0,2,2,3,3,20.0,1
2,2,0,2,4,4,5,5,0,0,1,1,2,4,3,0.0,0
2,2,0,2,4,4,5,5,1,0,0,3,2,3,1,50.0,0
2,2,0,2,4,5,5,4,0,0,1,3,2,3,1,46.43,1
2,2,0,2,4,5,4,4,1,0,1,3,2,4,1,22.73,1
2,2,1,2,5,5,5,5,0,0,1,3,2,1,3,0.68,0
2,2,0,0,5,5,5,5,0,0,0,1,3,1,3,0.0,0
2,2,1,2,5,5,5,5,1,0,0,2,3,1,4,20.0,0
2,2,1,2,5,5,5,4,0,1,1,2,1,4,6,47.14,1
2,2,0,2,5,5,5,5,1,1,1,3,2,3,1,30.0,1
2,2,1,2,5,5,5,5,0,1,1,3,2,4,1,49.23,0
2,2,0,2,5,5,5,5,0,0,1,2,1,1,5,0.0,1
2,2,0,2,4,3,4,4,0,1,1,1,2,2,3,73.33,0
2,2,1,2,4,4,4,4,0,1,1,2,2,2,3,43.53,0
2,2,0,2,4,5,5,5,1,0,1,1,2,3,2,0.0,0
2,2,0,2,5,5,5,5,0,0,1,2,2,1,4,0.0,0
1,2,0,2,5,5,4,5,1,0,1,2,2,5,1,33.33,0
2,2,1,2,5,4,4,5,1,1,1,2,2,2,3,10.0,1
1,2,0,2,5,5,4,5,0,1,1,3,2,6,3,8.0,0
2,2,0,0,4,4,5,3,0,0,0,2,2,1,4,0.0,0
2,2,1,2,4,4,4,4,0,1,1,1,2,5,3,6.36,1
2,2,0,1,5,5,5,5,1,0,0,2,2,1,3,0.0,0
2,0,0,2,5,4,4,5,1,1,1,1,2,2,3,90.0,0
2,2,1,2,4,4,4,3,1,1,1,3,2,4,3,20.0,1
2,2,1,2,4,5,4,4,1,1,1,3,2,6,3,16.67,1
2,2,0,2,5,4,5,5,0,1,1,1,2,5,3,25.0,0
2,2,0,2,5,5,5,4,0,0,1,2,1,1,4,0.0,0
2,2,1,2,5,4,4,5,1,1,1,2,2,3,1,30.0,1
2,2,1,2,5,4,5,2,0,0,1,3,2,2,1,32.06,0
2,2,1,2,5,4,5,5,0,1,0,2,2,3,3,0.0,1
2,2,1,2,5,5,4,4,1,1,1,2,2,5,1,21.43,1
2,2,1,2,4,5,4,4,0,1,1,3,2,2,1,33.33,1
2,2,1,2,5,5,5,3,1,0,1,3,3,2,1,35.83,1
2,0,0,2,4,4,4,4,1,1,1,1,2,2,1,60.0,1
2,2,1,2,4,5,5,5,0,0,0,3,2,4,1,6.25,0
2,2,1,2,4,4,5,5,0,1,1,3,2,4,1,3.28,1
2,2,0,2,5,5,5,5,0,0,1,2,2,5,1,0.0,0
2,1,1,2,5,5,5,5,1,0,1,3,3,2,1,24.29,1
1,1,0,2,5,5,5,5,0,1,1,2,3,3,3,50.0,1
2,2,0,1,4,5,5,5,1,0,0,1,2,1,3,0.0,0
2,2,1,2,5,4,5,5,0,1,1,3,1,6,5,7.5,1
2,2,1,2,5,5,5,5,1,1,1,3,2,2,1,39.41,1
1,2,0,2,5,5,5,5,1,0,1,2,2,2,4,0.0,0
2,2,1,2,5,5,5,5,0,1,1,2,1,3,3,29.17,0
2,2,0,2,5,5,5,4,0,1,1,3,1,3,1,50.0,0
2,2,0,2,4,4,4,4,0,1,1,2,2,3,1,32.37,1
2,2,1,2,5,4,4,5,0,0,1,3,2,3,1,10.0,1
1,2,0,2,3,4,4,4,0,0,1,1,2,3,1,30.0,0
2,2,1,2,4,4,5,4,1,1,1,3,1,6,5,20.74,0
2,2,0,2,4,4,5,5,1,1,1,2,2,3,2,33.33,0
2,2,1,2,5,4,5,3,1,1,1,3,3,4,1,16.0,1
1,2,0,2,1,1,4,1,0,0,1,2,1,2,3,66.67,1
2,0,1,0,5,5,4,5,0,0,0,2,1,1,6,0.0,0
2,2,1,2,5,5,5,4,0,0,1,2,1,1,6,0.0,0
2,2,1,2,4,5,4,5,0,1,1,3,2,6,1,11.76,1
2,2,1,2,5,5,4,5,1,1,1,3,2,3,1,16.0,1
2,2,1,2,5,5,5,5,0,1,1,3,2,4,1,40.0,1
2,2,1,2,5,5,5,5,0,1,1,3,2,3,1,11.43,1
2,2,1,2,5,5,5,5,0,0,0,2,2,1,3,0.0,0
2,2,1,2,4,5,4,5,0,0,1,3,2,6,1,30.0,1
2,2,1,2,4,4,5,5,0,1,1,3,2,2,1,10.0,0
2,2,0,2,5,3,5,3,0,1,1,2,2,3,3,80.0,0
2,2,1,2,4,5,3,4,0,1,0,2,1,5,5,0.0,0
2,2,1,2,5,4,5,3,0,1,1,2,2,5,3,37.25,0
2,2,1,2,4,4,4,4,0,0,0,2,2,2,4,0.0,0
2,2,0,2,3,3,5,4,0,1,1,2,2,3,4,66.67,0
2,2,1,2,4,5,5,4,1,1,1,3,2,4,1,28.57,0
2,2,1,2,5,4,4,5,0,0,0,2,2,2,3,0.0,0
1,2,0,2,4,3,4,5,0,0,1,2,2,3,2,75.0,1
2,1,0,2,4,3,3,3,0,1,1,2,1,4,4,75.0,0
2,0,0,2,5,5,4,5,1,0,0,1,2,1,3,0.0,0
1,2,0,2,4,5,4,4,1,1,1,1,2,3,3,0.0,0
2,2,1,2,4,4,5,5,1,0,1,3,1,3,5,11.11,1
2,0,0,2,1,4,3,3,0,0,0,1,3,2,3,0.0,0
2,2,0,0,4,3,3,4,0,0,0,1,1,3,6,14.29,0
1,2,0,0,5,5,4,5,1,0,0,2,1,2,3,40.0,0
2,2,0,2,4,4,5,5,0,0,0,1,2,3,3,20.0,0
2,2,0,2,2,2,2,2,1,1,1,2,2,3,3,75.0,0
2,2,0,2,5,4,5,4,1,1,1,2,2,4,3,20.54,1
2,2,0,2,4,4,5,3,1,0,0,3,2,1,5,25.97,0
2,2,0,2,5,5,5,5,1,1,1,2,3,1,4,0.0,0
1,2,0,0,4,5,5,5,0,1,1,2,2,2,3,25.0,0
2,2,0,2,5,3,5,5,1,1,1,2,2,1,3,6.25,0
2,1,1,1,5,5,4,5,0,0,1,2,3,2,2,0.0,0
1,1,0,2,4,3,3,5,0,1,1,1,2,5,3,15.62,0
2,0,0,2,4,4,4,5,0,1,1,1,2,5,3,11.11,0
2,2,1,1,5,5,4,4,1,0,1,2,2,2,4,0.0,0
1,2,0,2,4,4,5,5,1,0,1,1,2,1,2,0.0,0
2,2,1,2,4,4,4,4,0,1,1,3,3,3,1,14.29,0
2,2,1,2,4,4,5,4,0,0,1,3,1,1,5,0.0,0
2,2,1,2,4,3,5,4,1,1,1,1,3,2,5,0.0,0
2,0,0,2,5,4,4,5,1,1,0,1,2,5,3,20.0,0
2,2,0,2,5,5,5,4,0,0,1,2,1,2,4,0.0,0
2,2,1,2,5,4,5,4,1,0,1,2,2,5,7,0.0,0
2,2,0,1,4,4,4,3,0,0,1,2,2,2,3,0.0,0
2,2,1,2,4,3,5,3,1,1,1,2,2,5,1,47.86,1
2,2,0,2,5,5,5,5,0,1,1,1,1,2,4,0.0,0
2,2,0,2,5,4,5,3,1,0,1,2,2,1,4,0.0,0
1,0,0,1,3,4,4,4,1,0,1,1,3,6,5,10.0,0
1,1,0,2,4,3,4,4,1,1,1,1,3,2,4,61.54,0
2,2,1,2,4,4,5,3,1,1,0,3,1,5,5,27.02,0
2,2,1,1,5,3,4,3,1,0,1,2,2,2,4,37.97,0
2,2,0,2,5,5,4,5,1,1,1,1,2,3,4,75.0,0
2,2,0,2,4,4,4,3,0,1,1,2,1,5,4,22.22,1
2,1,0,1,4,4,5,4,0,1,1,2,2,4,3,38.0,1
2,2,1,2,5,5,5,5,1,0,1,2,2,4,1,25.0,1
1,2,0,2,4,4,4,4,1,1,1,1,2,2,3,66.67,0
1,2,0,2,4,4,3,4,0,1,1,1,2,3,3,48.39,0
2,2,1,2,3,4,5,4,1,0,1,3,3,4,1,24.0,0
1,1,0,2,5,5,4,5,1,1,0,1,1,2,4,0.0,0
1,2,1,2,5,5,5,5,0,1,1,2,2,5,1,10.0,0
1,0,0,2,5,5,5,5,0,0,1,1,1,2,5,0.0,0
1,0,0,2,3,3,3,4,1,0,1,1,2,6,2,0.0,0
2,2,0,2,5,4,5,4,0,1,1,1,1,4,4,0.0,0
2,2,0,2,4,4,4,3,0,0,1,2,1,1,3,0.0,0
2,2,0,2,4,5,5,4,1,0,1,1,1,1,7,0.0,0
2,2,1,2,4,4,5,4,0,0,1,1,1,3,7,0.0,0
2,2,1,2,4,4,4,4,0,1,1,2,2,2,7,0.0,0
1,2,0,2,5,5,5,5,0,1,1,2,2,2,1,0.0,0
1,2,0,2,5,5,5,5,1,1,1,2,1,3,4,0.0,0
2,2,0,2,4,4,4,5,1,1,0,3,2,3,1,0.0,0
2,2,0,2,5,4,5,5,0,1,0,2,2,3,1,16.67,0
2,0,0,2,4,4,5,4,0,0,0,2,1,1,6,0.0,0
2,2,1,2,5,4,4,4,0,1,1,2,1,5,4,0.0,0
2,2,0,2,4,4,4,4,0,0,1,2,3,2,1,16.67,0
1,2,0,2,4,3,4,4,1,1,1,2,2,6,4,4.0,1
1,1,0,2,4,4,4,4,0,1,1,2,1,6,4,0.0,1
2,2,0,2,5,5,5,4,0,1,1,2,2,6,5,0.0,0
1,1,0,0,4,4,4,3,0,0,0,2,2,2,2,0.0,0
2,2,0,2,3,4,4,3,0,1,1,3,2,6,1,0.0,1
2,2,0,1,4,4,5,4,0,1,1,2,1,4,4,0.0,0
2,2,0,2,5,4,4,5,0,0,0,1,2,3,3,0.0,1
1,1,0,0,4,4,4,2,1,1,1,1,2,5,2,6.67,0
1,0,0,2,4,4,4,5,1,0,1,1,1,6,4,4.76,1
1,0,0,2,5,4,4,5,0,1,1,1,1,4,6,2.38,0
1,0,0,2,5,4,4,5,1,0,1,1,1,1,4,0.0,0
2,2,0,2,4,4,4,4,1,1,0,1,2,6,2,0.0,0
1,2,0,2,5,4,5,5,1,1,1,1,2,6,5,0.0,0
1,2,0,0,5,4,5,3,1,1,1,1,2,3,6,0.0,0
2,2,1,2,5,4,5,4,1,0,1,1,1,4,7,0.0,0
2,0,1,2,5,4,4,5,0,1,1,3,2,4,1,0.0,1
2,2,0,1,3,5,3,4,1,1,1,3,1,3,1,0.0,0
1,1,0,2,4,5,4,4,0,0,1,3,1,1,1,0.0,0
2,2,0,2,5,5,4,5,0,1,1,2,1,3,6,0.0,0
2,2,0,2,4,4,5,4,0,1,1,2,1,2,7,0.0,0
1,1,1,0,5,5,4,4,1,0,0,1,2,2,7,0.0,0
2,2,0,0,4,4,4,4,0,0,1,2,2,1,1,5.0,0
1,2,0,2,4,3,4,3,0,1,1,1,2,4,3,0.0,0
2,2,0,2,5,3,5,3,1,1,1,2,2,2,3,6.49,0
2,0,0,0,5,4,5,5,1,0,0,1,1,2,4,0.0,0
1,2,0,2,4,5,4,4,1,1,1,2,2,5,2,0.0,1
2,2,1,2,5,5,5,5,0,0,1,3,1,1,1,0.0,0
2,2,1,2,5,5,5,5,1,1,1,3,1,5,6,0.0,0
2,2,1,2,5,5,5,5,1,1,1,2,3,4,1,7.5,1
2,2,1,2,5,5,5,5,1,1,1,2,3,6,1,0.0,0
2,1,0,2,4,4,4,4,0,1,1,2,1,4,4,0.0,1
2,2,0,2,5,5,5,5,1,0,1,2,1,2,1,0.0,0
2,2,1,2,5,5,5,5,0,0,1,3,1,1,1,0.0,1
2,2,0,2,4,4,4,5,1,0,1,3,1,2,4,0.0,0
1,2,1,2,4,5,2,4,1,1,1,1,2,4,4,0.0,0
2,2,0,2,5,4,5,4,0,1,0,2,1,2,5,0.0,0
2,2,0,2,4,4,4,4,0,1,1,2,1,6,5,0.0,0
2,2,0,0,3,3,4,4,0,1,0,1,2,3,3,8.33,1
2,0,0,2,4,4,2,4,1,1,1,2,1,6,4,0.0,0
1,2,0,2,4,5,5,5,0,0,1,2,1,4,3,0.0,1
2,0,0,2,4,4,2,4,1,1,1,2,1,6,4,0.0,0
2,2,0,2,4,4,4,4,0,1,1,2,1,2,6,0.0,0
2,2,0,2,4,4,4,4,0,1,1,2,1,2,6,0.0,0
2,1,1,2,4,4,4,4,0,0,1,3,1,1,6,3.85,0
2,2,1,2,5,5,5,5,1,1,1,3,2,4,1,7.5,0
2,2,1,2,4,4,4,4,0,0,1,3,1,1,6,3.85,0
2,1,1,2,5,4,4,4,0,1,1,2,1,4,5,11.67,1
1,0,0,2,2,5,4,3,0,1,0,1,2,4,1,0.0,0
1,2,0,2,4,4,4,5,1,0,1,1,1,3,4,0.0,0
2,1,0,2,4,4,4,4,0,0,1,2,1,5,4,0.0,0
2,2,1,2,4,4,4,4,0,0,1,2,1,2,6,0.0,0
2,2,0,2,4,3,4,4,0,1,1,2,3,2,1,0.0,0
2,0,0,2,5,5,3,4,0,1,0,2,2,6,1,0.0,1
2,2,0,2,4,5,5,5,0,0,1,2,2,3,6,0.0,0
2,2,0,2,5,4,5,4,0,1,1,1,1,5,4,12.5,1
2,2,0,2,5,4,5,4,1,0,1,1,1,1,3,0.0,0
2,2,1,2,5,5,4,5,0,1,1,2,2,3,4,0.0,1
2,2,0,2,5,5,4,5,0,0,1,2,2,3,6,0.0,0
2,0,0,2,5,5,4,4,0,0,0,1,2,1,2,0.0,0
2,2,0,2,4,4,4,5,1,0,1,1,2,4,2,0.0,1
1,2,0,2,3,4,5,3,0,0,0,2,1,2,6,0.0,0
2,1,0,2,5,5,5,5,0,0,0,1,2,6,2,0.0,1
2,2,1,0,3,4,5,4,0,1,1,1,2,6,2,2.0,1
2,2,1,2,5,5,5,4,1,0,1,3,2,5,6,0.0,1
2,2,1,2,4,4,4,4,0,0,0,2,1,1,6,0.0,0
2,2,1,2,4,2,5,3,0,1,1,3,2,2,1,44.0,0
2,2,0,2,5,5,5,5,0,0,0,2,2,1,1,0.0,0
1,0,0,2,4,4,5,4,1,0,0,1,1,4,6,0.0,0
2,0,0,2,5,5,5,4,0,0,1,1,1,3,7,0.0,0
1,0,1,2,4,3,5,4,0,0,0,1,2,6,7,0.0,1
2,2,0,2,4,4,4,4,0,0,0,2,1,4,6,0.0,0
2,2,1,2,5,4,5,3,0,0,1,2,2,6,2,0.0,0
2,0,1,2,5,3,4,3,0,0,1,1,2,5,2,0.0,0
2,2,1,2,5,4,5,5,0,0,1,2,1,4,7,0.0,0
2,2,1,2,4,5,5,4,0,0,1,1,1,5,4,0.0,0
2,2,1,2,3,2,4,2,1,1,1,2,1,6,6,0.0,1
2,2,1,2,3,4,5,4,0,0,0,2,1,2,6,0.0,1
2,1,0,2,4,4,4,4,0,0,1,2,1,2,4,33.33,0
2,2,0,2,4,4,3,3,1,0,0,1,1,3,6,0.0,0
2,0,0,2,4,4,3,2,1,1,1,2,1,1,3,0.0,0
1,2,0,2,4,3,5,3,0,1,1,2,1,4,6,0.0,1
2,2,1,2,5,4,5,5,1,1,0,1,2,6,2,0.0,0
2,2,0,2,4,4,5,4,0,0,1,2,1,5,6,0.0,1
2,1,0,1,4,4,2,3,0,1,1,2,1,6,5,0.0,1
2,0,0,2,3,3,4,3,0,0,0,2,1,5,6,0.0,0
2,1,0,2,4,4,4,4,0,0,1,2,1,5,5,0.0,0
2,0,0,2,4,4,4,4,0,0,1,1,1,4,6,4.17,0
1,1,0,2,3,3,4,3,0,1,1,2,1,3,5,31.82,0
2,2,1,2,5,5,5,5,1,1,1,3,1,4,5,31.11,0
2,1,0,1,3,3,2,3,0,1,1,2,1,4,4,0.0,1
2,2,1,2,5,5,4,4,0,0,1,2,1,2,7,0.0,0
2,1,0,2,3,5,5,3,0,0,1,2,1,4,6,0.0,1
2,1,0,2,2,3,3,2,0,0,1,2,1,3,5,0.0,0
1,0,0,0,4,4,5,4,0,0,0,1,2,3,5,0.0,0
2,2,0,2,4,4,3,4,0,0,0,1,2,2,2,0.0,1
1,0,0,2,4,3,4,5,0,0,0,1,1,4,4,20.0,0
2,0,0,0,5,5,5,5,0,0,0,1,2,4,5,0.0,0
2,1,0,2,3,3,4,4,0,1,1,2,1,5,6,0.0,0
2,2,1,2,5,4,5,5,0,1,1,2,1,2,6,0.0,0
0,0,0,0,5,4,4,3,1,0,0,1,1,2,4,0.0,1
2,2,1,2,5,5,4,3,0,0,0,3,1,5,4,0.0,0
2,1,1,2,4,4,5,4,0,0,1,2,1,1,6,0.0,0
2,2,0,2,4,4,4,4,1,0,0,1,3,4,7,0.0,0
2,1,0,2,3,3,3,3,0,1,1,3,1,1,1,40.0,0
1,0,1,2,5,5,5,5,1,0,0,1,1,6,7,0.0,0
1,2,0,2,4,5,5,4,1,0,1,1,1,3,6,0.0,0
2,2,1,2,5,4,4,4,0,0,1,2,1,3,7,0.0,0
2,2,1,2,3,4,4,4,0,1,1,3,1,4,5,17.78,0
1,2,0,0,3,3,4,3,1,0,1,1,1,3,6,0.0,0
2,0,1,2,4,5,5,5,0,0,0,2,2,1,1,0.0,0
2,2,1,2,4,5,5,5,1,0,0,3,2,2,3,0.0,0
2,2,1,2,5,4,5,4,1,0,0,2,1,2,4,0.0,0
2,2,0,2,3,5,5,4,0,0,0,3,2,5,2,20.97,0
2,1,0,2,3,4,4,4,0,0,1,2,1,3,6,0.0,0
2,1,0,2,4,3,4,3,0,1,1,1,1,4,6,0.0,0
2,2,0,2,5,5,5,5,0,1,1,3,3,6,1,6.67,1
2,2,0,2,5,5,5,5,1,1,1,2,2,4,1,20.0,1
2,2,0,2,4,5,5,5,0,1,1,3,2,5,1,8.33,0
2,0,0,2,5,5,5,5,1,1,1,2,2,5,1,20.0,1
2,2,0,2,5,4,5,4,0,0,1,2,1,3,7,0.0,0
2,2,0,2,5,4,5,4,0,0,1,2,1,3,7,0.0,0
2,2,0,2,3,5,5,3,0,0,1,3,3,1,1,6.67,0
1,2,0,1,5,4,5,4,1,0,0,1,2,2,1,0.0,0
2,2,0,1,4,3,4,3,0,0,1,1,1,4,6,0.0,0
2,0,1,2,4,4,4,5,1,0,0,1,1,2,7,0.0,0
2,2,1,2,5,4,5,5,0,1,1,3,1,3,5,36.19,0
2,2,0,2,4,5,4,4,0,1,0,2,1,2,6,0.0,0
1,1,0,1,3,3,3,3,0,1,0,2,1,1,4,0.0,0
2,1,0,2,4,4,5,4,0,0,0,2,1,5,6,0.0,0
2,2,1,2,5,5,5,5,1,1,1,3,2,1,1,21.67,0
2,2,1,2,4,5,5,5,1,1,0,3,2,2,1,12.0,0
2,2,1,2,4,4,4,5,1,1,1,3,2,2,1,20.0,0
2,2,0,2,4,4,5,5,0,1,1,2,2,1,1,0.0,0
2,1,1,2,5,5,5,5,0,1,1,3,2,4,1,22.73,1
2,2,0,2,5,4,5,4,1,1,1,2,2,6,1,0.0,0
2,2,0,2,5,5,5,5,1,1,1,2,1,6,3,0.0,0
1,2,0,2,4,3,5,4,1,1,1,3,2,5,3,0.0,1
1,0,0,0,4,4,4,4,0,1,1,1,2,1,3,0.0,0
2,2,0,2,5,5,5,5,0,1,1,1,2,6,3,0.0,1
2,0,0,2,4,4,4,4,0,0,1,1,2,3,3,8.0,1
1,2,0,2,5,5,5,4,0,1,1,1,2,4,4,0.0,0
2,0,0,0,5,5,5,5,0,0,1,1,2,2,3,0.0,0
2,2,0,2,5,5,5,5,0,0,1,1,1,2,7,0.0,0
2,2,0,2,4,4,4,4,0,0,1,2,2,1,1,0.0,0
1,0,0,0,5,5,5,4,1,0,1,1,2,1,4,0.0,0
1,2,0,1,3,5,5,4,1,1,1,1,2,3,3,0.0,1
1,2,0,0,4,4,4,5,1,0,0,1,1,2,3,0.0,1
1,0,0,1,4,5,5,5,1,0,1,1,2,2,3,0.0,1
2,2,0,2,4,4,5,4,0,1,1,1,2,2,4,0.0,0
1,2,0,1,3,4,3,3,1,0,1,1,2,5,3,0.0,1
2,2,0,2,4,4,4,4,1,0,1,2,2,2,1,20.0,0
1,2,0,2,5,5,5,5,1,1,1,2,2,2,3,0.0,0
2,2,1,2,5,5,5,4,0,1,1,2,2,3,1,25.71,0
2,1,0,2,4,4,4,4,1,1,1,3,2,6,1,0.0,1
2,2,1,2,5,4,5,4,1,1,1,3,2,3,1,50.0,0
2,1,1,2,5,5,5,5,0,0,1,3,2,4,1,15.62,1
2,2,0,2,5,5,5,3,0,0,1,3,2,1,1,0.0,0
2,2,1,2,5,4,5,5,0,0,1,3,2,2,1,6.67,1
2,2,1,2,5,5,5,5,0,0,1,2,2,3,1,7.14,1
2,2,1,2,5,5,5,3,0,0,1,3,1,6,5,0.0,0
2,0,0,2,5,5,5,5,0,0,1,1,1,4,7,0.0,0
2,0,0,2,5,5,5,5,0,0,1,2,1,4,7,0.0,0
2,2,0,2,4,3,5,5,0,1,1,2,2,6,3,3.33,1
2,2,0,2,3,3,5,3,1,1,1,2,2,3,1,33.33,1
2,2,0,2,5,4,5,4,0,1,1,1,2,6,3,0.0,0
2,1,0,2,4,4,3,3,0,1,1,3,2,4,1,33.33,1
2,2,0,2,5,4,4,3,0,0,1,2,2,1,1,0.0,0
2,2,0,2,5,4,5,4,1,1,1,3,2,2,1,21.43,1
1,1,1,2,4,4,5,4,0,0,1,2,1,6,7,0.0,0
1,1,0,2,4,4,3,4,1,0,1,1,1,5,6,0.0,0
2,2,0,0,4,4,3,4,0,0,0,2,1,1,6,25.0,0
2,2,0,2,4,4,5,3,1,0,1,3,3,5,1,0.0,0
2,0,0,2,4,4,4,4,1,0,0,1,1,2,3,0.0,0
1,1,0,2,4,4,4,4,1,0,0,1,1,1,6,0.0,0
2,2,0,0,5,5,5,5,0,0,1,1,1,1,4,0.0,0
1,2,0,2,4,4,5,5,1,0,1,1,1,5,5,0.0,0
2,1,0,2,5,3,4,4,0,1,1,2,1,3,6,0.0,0
2,2,0,2,4,3,4,4,1,0,1,2,3,1,1,0.0,0
2,2,1,2,5,5,5,5,0,1,1,2,1,4,7,0.0,0
