안전조직수준,위원회수준,인증보유,위험성평가수준,교육훈련도움,정리정돈상태,작업중지권,작업반장기여,전문지도,고용노동부감독,안전보건공단지원,공사규모,발주처,기성공정률,공사종류,외국인비율,사고발생
2,2,1,2,4,4,4,4,1,0,0,2,1,4,7,0.0,1
2,2,0,2,4,3,4,4,0,0,1,3,2,3,1,35.71,1
2,1,1,2,4,2,5,2,1,1,1,2,2,2,1,34.92,1
2,2,1,2,5,4,5,4,0,1,1,3,2,2,1,33.33,0
2,2,1,2,4,4,5,5,0,1,1,3,3,6,1,7.5,1
2,2,0,2,5,5,5,4,1,1,1,3,2,1,1,20.0,0
1,1,0,2,5,4,4,4,1,0,0,1,1,1,6,0.0,0
0,0,0,0,4,4,4,3,1,0,1,1,1,2,5,0.0,0
2,2,0,2,4,4,5,3,0,0,0,2,1,4,5,0.0,0
2,2,1,2,4,4,4,4,1,1,1,3,1,3,5,16.67,0
2,2,0,2,5,5,5,4,0,0,1,2,1,4,7,0.0,0
2,2,0,0,5,5,4,4,1,1,1,1,2,4,4,0.0,0
2,2,1,2,5,4,5,4,0,1,1,3,2,5,5,0.0,0
2,2,0,2,4,4,4,4,1,1,1,2,2,6,7,100.0,1
2,2,1,2,5,5,5,4,0,1,1,3,2,6,7,0.0,0
2,2,1,2,5,5,5,4,0,0,1,2,2,6,4,0.0,0
2,2,1,2,5,5,5,5,1,1,1,2,2,6,2,0.0,0
2,2,1,2,5,5,5,5,0,1,1,3,2,6,4,0.0,1
2,2,1,2,5,5,5,4,0,0,0,2,2,2,7,0.0,0
2,2,0,2,3,3,4,3,0,0,0,3,1,1,5,0.0,0
1,0,0,2,4,5,4,4,0,1,0,1,1,4,4,0.0,0
2,1,1,2,4,5,5,3,0,1,1,2,1,2,5,8.97,1
2,2,0,2,4,3,4,3,0,1,1,2,2,4,2,3.08,1
1,2,0,2,4,3,4,3,0,0,1,2,1,2,4,0.0,1
2,0,1,2,4,5,5,5,1,0,0,1,1,3,7,0.0,0
1,0,1,2,5,3,5,3,1,0,0,1,1,1,7,0.0,0
2,1,1,1,2,2,2,2,0,0,1,2,1,5,6,0.0,1
2,2,0,2,3,3,4,2,0,1,1,3,3,2,1,3.75,0
1,2,0,2,4,4,4,3,1,0,0,1,1,5,7,0.0,0
1,1,1,2,5,4,4,4,1,0,0,2,1,5,7,0.0,0
1,0,0,2,4,5,4,4,1,1,1,1,1,2,5,0.0,0
1,0,1,2,5,5,4,4,1,0,0,2,2,5,1,0.0,0
1,0,1,2,4,4,5,5,1,0,0,2,1,5,5,0.0,0
2,2,1,1,4,3,3,4,1,1,1,2,1,3,4,21.28,0
1,0,0,0,3,3,4,4,1,1,0,2,1,4,4,5.71,1
2,1,0,2,2,4,3,4,0,0,0,2,1,4,6,0.0,0
2,2,0,2,4,4,5,4,0,0,1,2,2,5,7,0.0,1
0,0,0,0,4,4,4,4,1,1,1,1,3,4,4,0.0,1
2,0,1,2,5,5,5,5,0,0,0,1,2,5,2,0.0,0
1,2,0,0,4,4,5,5,1,0,1,2,3,5,6,0.0,0
2,2,0,2,4,4,4,4,0,1,1,3,1,3,5,9.76,0
2,2,0,2,4,3,4,3,0,0,1,2,2,3,1,21.43,1
2,2,0,0,4,4,4,4,1,1,1,1,2,2,3,20.69,0
2,2,1,2,5,5,5,4,1,1,1,3,1,2,5,40.0,1
2,2,0,2,5,5,5,4,0,0,1,3,2,3,1,5.0,1
1,2,0,1,4,4,4,4,1,0,1,1,1,4,6,0.0,0
2,2,0,2,4,3,5,5,1,1,1,2,2,3,3,25.0,1
2,2,1,2,5,5,5,5,1,0,1,3,1,4,5,5.71,1
2,1,0,2,3,5,3,2,1,1,1,3,2,5,1,13.33,0
2,2,0,2,4,4,4,2,1,0,1,2,2,6,1,14.29,1
1,2,0,2,3,3,4,4,1,1,1,1,1,3,5,0.0,1
0,1,0,2,3,4,5,4,0,0,1,1,1,4,4,20.0,0
1,2,0,2,5,5,5,5,0,1,1,2,1,4,6,0.0,0
1,2,0,2,5,5,5,5,0,1,1,2,2,2,3,0.0,1
1,2,0,1,3,2,1,2,0,1,1,2,2,5,4,10.0,1
2,2,1,2,5,5,5,5,0,0,0,3,2,1,1,5.0,0
2,2,1,2,4,4,4,5,1,0,1,3,2,3,1,25.0,0
1,0,0,0,4,4,4,4,1,1,1,1,3,2,4,25.0,1
2,2,0,0,4,4,3,4,0,1,1,2,2,3,1,40.0,0
1,2,0,2,3,3,4,4,0,1,1,1,1,5,4,8.0,0
1,1,0,2,3,3,3,4,0,1,0,2,1,3,4,9.33,1
0,2,1,2,5,5,5,5,0,1,1,2,1,4,5,0.0,0
1,2,0,2,4,4,4,5,1,1,0,1,2,6,7,0.0,0
1,2,0,2,5,5,5,4,0,1,1,2,1,2,6,0.0,1
1,2,0,2,5,5,5,5,1,1,1,1,1,5,4,0.0,1
1,1,0,0,1,1,1,1,0,1,1,1,2,5,3,19.35,0
1,2,0,1,4,3,5,4,1,1,1,1,2,5,3,0.0,0
1,1,0,0,4,4,4,4,1,1,0,1,2,4,3,0.0,0
1,2,0,2,4,4,5,4,1,1,1,1,2,3,2,0.0,0
1,2,0,2,5,5,5,5,1,0,1,2,2,1,1,0.0,0
1,2,0,2,4,4,5,5,1,0,1,2,2,2,3,30.0,1
1,2,0,2,5,4,5,4,0,0,1,2,2,3,4,16.67,1
1,2,1,2,4,3,4,4,0,0,1,2,1,4,1,28.57,0
1,2,0,2,5,5,5,5,0,1,1,2,1,2,5,0.0,0
2,2,0,0,5,5,5,5,0,1,1,2,2,5,4,14.55,0
1,2,0,2,4,3,5,3,0,0,1,2,2,5,1,0.0,1
2,2,0,2,5,4,5,3,0,0,1,2,2,1,1,0.0,0
2,2,0,2,4,4,5,4,1,1,1,2,3,2,3,0.0,1
1,2,1,2,5,4,5,4,0,1,1,2,2,2,3,72.5,1
2,2,1,2,5,5,5,5,0,0,1,3,2,2,4,50.0,0
2,2,0,2,3,3,3,4,1,1,1,2,2,3,1,73.33,0
2,2,1,2,4,5,3,4,1,1,1,2,1,4,1,25.0,0
2,2,1,2,5,4,3,3,1,1,1,2,1,4,1,25.0,0
2,2,1,2,4,4,4,4,1,1,1,3,1,2,5,11.11,0
2,2,1,2,5,5,5,5,1,1,1,3,2,6,1,8.33,0
2,2,1,2,5,5,5,3,0,0,1,3,2,2,1,40.0,0
2,2,1,2,3,5,5,4,0,1,1,3,3,4,1,57.14,0
2,2,1,2,5,5,5,5,1,1,1,2,1,3,6,0.0,0
2,2,1,2,4,5,5,4,0,1,1,3,1,2,5,18.75,0
2,2,1,2,5,3,3,2,0,1,1,3,2,5,4,22.0,1
1,0,0,2,5,5,5,5,0,1,1,1,2,6,4,0.0,0
1,2,0,2,5,5,5,5,0,1,1,2,1,3,5,0.0,0
1,2,1,2,4,4,4,4,1,0,1,1,3,5,1,0.0,0
1,2,0,2,3,3,3,3,1,0,1,2,1,1,1,0.0,0
1,2,1,2,5,5,5,5,0,0,1,2,1,3,6,0.0,0
1,2,0,2,4,4,4,4,0,0,0,2,1,5,5,2.5,0
2,2,1,2,5,4,5,5,0,1,1,2,3,3,1,54.55,1
1,2,0,2,5,4,5,3,1,1,1,2,2,6,7,0.0,0
2,2,0,2,5,5,4,5,1,1,1,3,1,2,5,0.0,0
1,2,0,2,4,4,4,4,1,1,1,2,2,5,1,14.29,0
1,2,0,2,3,3,4,3,1,1,1,2,3,2,1,12.5,0
1,2,0,2,5,4,5,4,0,1,1,2,3,3,1,27.78,0
2,2,0,2,5,4,5,4,0,0,1,3,3,1,1,0.0,0
1,2,0,2,4,4,3,3,1,1,1,1,3,3,5,0.0,0
2,2,0,2,5,4,5,4,0,0,1,3,1,1,5,7.44,0
2,2,0,2,5,4,5,4,0,0,1,2,1,1,5,11.9,0
1,0,0,0,5,4,4,4,0,0,0,1,2,1,6,0.0,0
1,2,0,2,4,5,4,4,1,1,1,1,1,4,4,0.0,1
1,1,0,2,4,4,4,5,0,1,0,2,1,3,5,0.0,1
2,2,0,2,5,4,5,4,0,1,1,2,1,2,4,0.0,0
1,2,0,2,5,3,4,4,1,1,1,2,2,4,3,12.5,1
2,2,0,2,4,4,4,4,0,1,1,2,2,5,3,15.38,0
2,1,0,2,5,4,5,5,0,0,1,3,2,1,1,0.0,0
1,2,1,2,5,5,5,5,1,0,0,1,1,3,7,0.0,0
1,0,1,2,5,5,5,5,1,0,0,1,1,2,7,0.0,0
2,2,0,2,3,4,3,4,0,0,1,2,1,2,4,11.43,0
1,0,0,2,5,5,5,5,1,1,1,1,2,4,1,4.17,1
1,0,0,1,3,4,2,3,0,1,1,2,2,2,3,40.0,0
1,2,0,2,5,5,5,4,0,1,1,2,2,1,1,0.0,0
2,2,1,2,5,4,5,5,0,1,1,3,1,5,5,0.0,0
2,2,1,2,5,5,5,5,0,1,1,3,2,4,2,0.0,1
2,2,1,2,5,4,5,4,0,1,1,3,2,4,1,13.33,1
1,2,0,2,5,5,5,5,0,0,1,1,2,4,1,4.29,1
2,2,0,2,5,5,5,5,1,0,1,2,1,2,4,0.0,0
1,2,0,2,5,5,5,5,0,1,1,2,3,5,1,0.0,1
2,2,0,2,5,5,5,5,0,0,1,2,2,2,4,0.0,0
2,2,1,2,5,5,5,5,1,1,1,3,3,4,1,0.0,1
0,2,1,2,4,4,4,4,0,1,1,1,1,2,5,16.67,0
1,2,0,2,5,5,5,5,1,0,1,2,1,2,5,0.0,0
2,2,0,2,4,3,4,4,1,1,1,2,3,5,1,28.57,0
1,2,1,2,5,5,5,5,0,0,1,2,3,1,1,0.0,0
1,2,0,2,3,3,4,4,0,1,1,2,3,2,3,0.0,1
1,2,1,0,4,4,3,5,1,1,1,2,2,6,1,0.0,1
2,2,1,2,5,5,5,5,1,1,0,2,1,4,7,0.0,1
2,2,1,2,5,4,5,4,0,0,0,2,1,5,7,0.0,0
2,2,0,2,5,5,5,5,0,1,1,3,1,5,5,0.0,0
1,0,0,0,5,3,4,3,1,0,0,1,2,4,1,3.33,0
1,2,0,2,3,4,4,4,0,0,0,2,1,1,4,0.0,0
2,2,1,2,5,5,5,5,0,0,0,3,2,1,1,0.0,0
2,2,0,2,5,4,5,3,0,1,1,2,3,3,1,40.0,1
2,1,0,1,4,3,5,4,0,1,1,3,2,4,1,14.44,1
2,2,0,2,3,3,4,3,0,0,1,3,2,1,1,0.0,0
2,2,1,2,4,4,4,4,0,1,1,3,3,4,1,13.6,0
1,2,0,2,5,4,5,5,0,1,1,2,2,3,1,38.79,1
1,2,0,2,4,5,4,4,0,0,1,2,2,1,1,0.0,0
1,2,1,2,5,5,5,4,0,0,0,1,3,1,1,0.0,0
1,1,1,2,5,3,4,4,0,1,1,2,2,5,1,33.33,1
1,2,0,1,3,3,4,3,0,1,1,1,3,4,4,0.0,0
0,2,0,2,5,5,5,5,0,1,1,1,1,2,5,0.0,0
1,2,0,2,5,5,4,4,0,0,1,2,1,1,6,0.0,0
1,1,1,0,5,3,5,4,0,0,1,3,1,4,7,0.0,0
2,2,1,2,5,4,5,5,0,1,1,3,1,2,5,14.0,1
0,0,0,2,4,4,4,4,0,1,1,1,1,3,6,0.0,0
2,1,0,2,4,4,5,5,0,1,1,3,1,3,5,4.0,1
0,0,0,0,4,4,4,4,0,1,0,1,1,2,6,0.0,0
1,2,0,2,5,4,3,2,0,1,1,2,3,5,1,3.33,0
0,1,0,2,2,2,2,3,0,1,1,1,1,2,3,0.0,0
0,2,0,0,5,4,5,5,0,0,0,1,1,2,6,0.0,0
2,2,1,2,3,5,5,4,0,1,1,3,1,5,4,0.0,0
2,1,0,2,4,4,3,3,0,0,1,3,1,3,5,16.42,0
2,2,0,2,3,3,3,4,0,1,1,3,2,6,1,10.0,1
2,2,1,2,5,4,5,2,0,1,1,3,2,4,1,46.51,1
1,0,0,2,5,5,5,5,1,0,1,1,1,1,6,0.0,0
1,2,0,1,5,5,5,5,1,1,1,1,1,6,6,0.0,0
1,0,0,0,5,5,5,5,0,0,1,1,1,6,6,40.0,0
2,2,0,2,5,5,5,5,0,0,1,3,1,1,5,0.0,0
2,2,1,2,5,5,5,5,0,1,1,3,1,1,5,0.0,0
1,2,0,0,4,4,4,4,0,1,1,2,1,5,5,0.0,0
2,2,1,2,5,5,5,5,0,1,1,3,1,3,5,0.0,1
2,2,1,2,4,4,4,4,0,0,0,3,3,4,1,33.33,0
2,2,1,2,4,3,5,4,1,1,1,3,3,2,1,11.67,0
2,2,1,2,5,4,5,3,0,1,1,3,1,3,5,11.94,0
1,2,1,2,5,5,5,5,1,0,0,2,1,3,7,0.0,0
1,2,0,0,3,3,3,3,0,0,0,1,1,1,6,0.0,0
2,2,0,2,5,5,5,4,0,1,1,2,2,3,1,40.0,1
1,2,0,2,5,5,5,4,0,0,1,2,2,2,1,20.0,1
2,2,0,2,5,5,5,4,1,1,1,2,2,4,1,17.09,0
0,1,0,2,5,5,5,4,1,0,1,2,1,2,5,0.0,0
1,2,1,0,4,4,4,3,1,0,0,1,1,2,6,0.0,0
1,2,0,2,4,4,4,4,0,1,1,2,2,6,1,20.0,0
1,2,0,2,4,4,4,4,0,1,1,2,1,5,6,0.0,0
2,2,1,1,5,3,5,5,1,0,1,2,2,2,3,40.0,0
2,2,0,2,5,4,5,5,1,0,1,3,3,2,1,38.89,0
2,2,1,2,5,4,5,5,1,0,1,3,1,2,6,13.79,1
2,1,0,1,5,5,5,5,1,0,1,3,3,5,3,18.07,1
1,2,0,2,5,5,5,5,0,1,1,3,1,5,3,0.0,0
2,2,1,2,5,5,5,5,1,0,1,3,2,3,1,20.0,0
2,2,1,2,4,5,5,4,0,1,1,3,2,2,1,25.58,0
2,2,0,2,4,4,4,5,1,1,1,2,3,4,3,20.0,0
1,1,0,2,3,3,3,3,0,1,1,2,2,5,1,10.64,0
2,1,0,2,4,3,2,2,0,0,1,2,2,2,1,0.0,1
1,2,0,2,4,4,4,4,0,0,0,2,2,1,4,33.33,0
0,0,0,0,4,4,4,4,0,0,0,1,1,2,5,0.0,0
1,2,0,2,5,5,5,5,1,0,1,1,1,2,6,0.0,0
0,2,0,2,5,5,5,5,1,0,1,1,1,2,6,0.0,0
1,2,0,2,5,5,5,5,0,1,1,2,1,5,6,0.0,0
1,2,0,2,4,3,5,4,1,1,1,2,2,2,3,66.67,0
1,2,0,2,4,4,4,4,0,0,1,1,1,6,4,0.0,1
0,1,0,0,4,4,4,4,0,1,1,1,2,2,3,66.67,0
2,2,0,2,5,5,5,5,1,0,1,1,2,2,1,0.0,0
1,2,0,0,5,5,5,4,0,1,1,1,1,4,6,0.0,0
1,0,0,2,5,5,5,4,1,0,1,1,1,3,6,0.0,0
1,2,0,0,5,5,5,4,0,1,1,1,1,5,6,2.22,0
1,2,0,2,4,5,5,4,1,0,1,1,2,2,1,0.0,0
1,2,0,2,5,5,5,5,0,1,1,2,1,5,6,0.0,0
1,2,0,2,5,4,4,4,0,1,1,2,1,5,5,0.0,0
2,2,0,2,5,5,5,4,0,1,1,2,1,5,5,0.0,0
1,2,0,2,3,3,2,3,0,1,1,2,1,2,1,14.49,0
1,2,0,2,4,4,4,3,0,0,1,2,2,2,6,0.0,0
1,2,0,2,5,5,5,5,0,1,1,2,1,3,6,0.0,1
2,2,1,2,5,5,5,4,1,1,1,2,2,6,1,4.29,0
1,2,1,2,5,5,5,5,0,1,1,2,1,2,6,0.0,0
1,2,0,2,4,4,4,4,0,1,1,2,1,5,6,10.0,0
1,2,0,2,4,4,5,4,1,1,1,1,2,6,7,0.0,0
2,2,0,2,4,4,3,3,1,1,1,2,1,2,5,22.08,0
1,2,0,2,5,5,5,4,1,0,1,2,2,3,1,0.0,1
1,2,0,2,5,5,5,4,0,1,1,2,2,3,1,1.33,1
1,2,0,2,3,3,5,4,0,1,1,2,2,6,4,0.0,1
2,2,0,2,4,5,4,4,1,1,1,2,2,6,1,0.0,0
1,1,0,2,5,3,3,3,0,0,1,2,3,2,1,60.0,1
1,1,0,2,3,3,3,4,0,0,1,2,2,3,1,50.0,1
0,2,0,2,4,5,4,4,1,0,1,1,2,4,4,0.0,0
1,2,0,2,5,5,5,4,0,1,1,2,3,2,1,33.33,1
1,2,0,2,5,5,5,5,0,1,1,2,2,2,1,50.0,0
1,2,0,2,4,5,4,4,1,1,1,2,2,6,1,6.38,0
1,2,0,0,3,4,5,3,1,1,1,2,2,2,4,0.0,0
1,2,0,2,4,5,4,4,0,0,1,2,1,3,5,0.0,0
2,2,0,0,5,5,5,4,0,1,1,2,1,5,5,0.0,0
1,2,0,2,4,5,4,4,0,0,0,2,2,2,7,0.0,0
2,2,1,2,5,5,5,4,0,0,1,3,1,2,5,22.0,0
1,2,0,2,4,3,3,3,0,1,1,2,3,4,1,22.86,1
2,0,0,2,4,3,4,3,0,0,1,2,3,1,1,0.0,0
1,1,0,2,3,3,4,3,0,1,1,2,3,3,2,11.11,1
2,1,1,2,4,5,4,4,1,0,1,3,1,1,1,2.0,0
1,2,0,2,4,4,4,3,0,0,1,2,2,3,4,20.0,1
2,2,0,2,4,4,4,4,1,0,1,3,1,2,1,15.0,1
2,2,0,2,4,4,4,4,0,0,1,3,2,1,1,11.67,0
1,2,0,2,4,5,4,4,0,0,0,1,2,4,4,25.0,1
2,2,0,2,4,4,4,5,1,1,1,3,2,6,1,3.48,0
2,2,0,2,4,5,4,4,0,0,1,2,1,4,4,0.0,0
1,2,0,2,4,4,4,4,1,0,1,1,1,4,7,0.0,0
2,2,1,2,4,4,4,4,0,0,1,3,1,3,1,16.67,1
2,2,0,2,4,4,5,4,0,1,1,3,2,3,1,15.38,0
1,2,0,2,5,5,5,5,1,0,1,1,2,6,2,5.71,0
2,2,1,2,5,4,4,4,1,0,1,3,2,6,1,25.0,1
2,2,0,2,3,3,4,4,0,0,1,2,1,2,4,0.0,0
2,2,0,2,5,4,5,4,0,0,1,2,1,1,1,12.5,0
1,0,0,1,5,5,4,4,1,1,1,1,2,1,3,0.0,1
1,2,0,2,4,4,3,4,1,0,1,1,2,6,2,0.0,0
2,2,0,2,4,4,4,4,0,1,1,2,1,3,4,5.56,1
1,1,0,2,5,4,4,5,1,0,1,1,2,4,3,0.0,0
2,2,1,2,5,4,4,4,0,1,1,3,2,1,4,14.29,1
2,2,0,2,4,5,5,5,0,0,1,2,1,1,6,0.0,0
2,2,0,2,5,5,5,5,0,0,0,2,2,1,4,0.0,0
2,2,0,2,5,4,4,4,1,0,1,1,1,3,4,30.0,1
1,0,0,2,4,4,4,4,1,1,1,1,2,1,3,0.0,0
2,2,0,2,5,4,4,4,0,0,1,2,2,3,4,50.0,1
2,0,0,0,5,5,5,4,0,1,1,1,2,2,2,50.0,0
2,2,0,2,4,4,4,4,1,0,1,2,1,2,3,8.0,0
1,0,0,0,4,4,5,3,0,0,0,1,2,2,2,0.0,0
2,0,0,0,4,5,5,5,0,0,0,2,1,1,1,25.0,0
1,2,0,1,4,4,4,4,1,0,1,1,1,2,4,0.0,0
1,2,0,2,4,4,4,4,0,0,1,2,2,1,1,0.0,0
1,2,0,2,4,5,5,5,0,1,0,2,2,3,1,50.0,0
1,2,0,0,5,5,5,5,0,0,0,1,3,1,6,0.0,0
2,2,0,2,5,5,5,4,0,1,0,2,2,5,7,10.0,0
2,2,0,2,5,4,4,5,0,1,1,2,1,5,1,14.29,0
2,2,0,2,4,3,4,4,0,1,0,1,2,5,7,10.0,0
2,2,0,2,5,5,5,4,0,1,1,1,1,5,1,23.53,0
2,2,1,0,5,5,5,5,1,0,1,2,3,1,1,0.0,0
2,2,0,2,5,4,5,4,0,0,1,3,2,5,1,3.06,1
2,2,0,2,4,4,4,4,0,1,1,2,1,3,4,5.56,1
2,2,0,2,3,3,3,2,1,1,1,2,2,6,1,2.22,0
2,2,1,2,4,5,4,4,0,0,1,3,2,1,1,2.0,0
2,2,1,2,5,4,4,4,0,0,1,3,1,2,1,20.0,0
2,2,0,2,4,4,4,4,0,1,1,2,1,3,1,0.0,0
1,0,0,2,4,4,4,4,1,0,0,1,1,3,7,8.33,0
2,2,0,2,3,3,3,2,1,1,1,2,2,6,1,2.22,0
2,2,1,2,4,3,4,4,1,1,1,3,1,3,4,9.76,1
1,0,0,2,4,4,4,4,1,0,1,1,1,4,5,0.0,0
2,2,0,2,5,4,4,5,0,1,1,1,2,3,1,0.0,0
2,2,0,2,4,4,4,4,1,1,1,2,1,2,4,0.0,1
1,2,0,2,4,4,3,4,1,1,1,1,1,3,4,0.0,1
2,2,0,2,4,4,4,4,0,0,0,2,1,2,4,0.0,0
2,1,0,0,4,4,4,4,0,0,1,2,2,3,4,25.0,0
2,1,1,2,4,4,4,4,0,0,1,1,1,2,7,4.0,0
2,0,1,2,5,4,4,4,1,0,1,1,1,5,7,0.0,0
2,0,1,2,4,4,4,4,0,0,1,1,1,2,4,2.38,0
1,1,1,2,4,4,4,4,0,0,0,1,1,3,7,0.0,0
1,1,0,2,4,4,4,4,0,0,1,1,1,2,4,0.0,0
2,1,0,2,5,5,4,4,0,1,1,1,2,4,4,10.0,0
2,1,0,2,4,5,4,4,0,0,1,3,2,2,1,23.33,1
1,2,0,2,5,4,4,4,0,0,0,2,1,4,7,0.0,0
1,1,0,2,5,5,4,4,1,0,0,1,1,4,4,0.0,0
1,0,0,2,5,4,5,4,0,0,0,2,1,5,4,5.56,1
1,1,1,2,5,4,4,4,0,0,0,1,1,5,6,0.0,0
2,2,0,2,4,4,4,4,1,0,1,3,2,2,1,50.0,0
1,2,0,2,4,4,5,5,1,0,0,1,2,2,2,25.0,0
1,2,0,2,3,3,5,4,0,0,1,1,2,5,2,0.0,1
2,2,0,2,4,3,3,4,0,0,1,2,1,3,1,50.0,1
0,1,0,2,4,4,4,4,0,0,1,2,1,6,7,0.0,0
2,2,1,2,4,4,4,4,0,0,1,2,2,2,2,22.0,0
1,1,0,2,4,4,4,4,0,0,0,2,2,2,1,40.0,0
2,1,0,2,5,5,3,4,0,0,1,2,2,2,1,62.5,1
0,2,0,1,4,4,4,4,1,0,1,1,1,5,6,0.0,1
1,1,0,2,4,4,4,4,1,0,0,1,1,1,5,0.0,0
2,2,0,2,4,3,3,3,0,0,0,2,2,2,2,7.5,0
1,1,0,0,2,3,3,3,1,0,0,1,1,5,6,0.0,0
2,2,0,2,5,5,5,5,1,1,1,2,1,6,1,0.0,0
2,2,0,2,5,5,5,5,0,0,0,1,1,5,7,0.0,0
2,2,0,2,4,5,5,5,0,0,0,2,1,5,4,0.0,1
2,2,1,2,5,5,5,5,0,1,1,3,2,6,4,0.0,0
2,2,0,2,4,5,5,5,0,1,1,2,1,6,4,0.0,0
2,2,0,2,4,5,5,5,0,0,0,1,1,2,6,0.0,0
2,0,0,2,4,5,5,4,0,1,1,1,1,5,4,0.0,0
1,2,0,2,5,5,5,5,0,0,1,2,1,6,7,0.0,0
2,2,1,2,5,4,4,4,0,0,0,2,2,6,7,0.0,0
2,2,0,2,4,5,5,5,0,1,1,1,1,5,4,0.0,0
1,0,0,2,5,5,5,4,0,1,1,1,1,5,6,5.0,0
2,2,1,2,5,5,5,5,0,1,1,3,2,6,7,0.0,0
2,2,0,2,5,5,3,5,0,0,1,2,1,2,4,25.0,0
2,2,0,2,4,4,4,4,0,1,1,2,1,5,6,0.0,1
1,2,0,2,5,5,4,4,0,0,1,2,2,6,3,6.0,0
1,1,0,2,5,4,3,4,1,1,1,1,2,3,2,0.0,0
2,2,0,2,4,4,3,4,0,1,1,2,1,6,5,70.0,0
2,2,1,2,5,4,3,4,0,0,1,2,1,6,5,70.0,0
2,2,1,2,5,5,5,5,0,1,1,3,1,5,5,50.0,1
0,2,0,2,4,4,4,4,1,0,1,1,2,2,3,6.67,0
0,2,0,0,5,5,4,4,1,0,1,1,2,4,3,30.0,0
2,2,0,2,4,5,5,4,0,1,1,3,2,4,1,55.56,1
2,2,0,2,4,3,5,4,0,1,1,3,1,4,1,55.56,1
2,2,0,2,4,3,4,1,0,1,1,2,2,6,1,12.5,1
2,1,0,2,5,5,5,4,1,1,1,2,1,4,1,50.0,1
2,2,0,2,4,4,5,5,1,1,1,3,2,1,1,22.22,0
2,2,0,0,5,5,4,4,1,0,1,2,2,4,2,0.0,0
2,2,1,2,5,5,5,5,1,0,1,3,2,4,2,0.0,1
2,2,0,2,4,4,4,4,0,0,1,2,2,1,1,0.0,0
1,2,0,2,4,4,3,4,0,0,1,1,2,1,1,0.0,0
2,2,0,2,5,5,3,4,0,0,0,3,2,1,1,6.67,0
1,2,0,2,4,4,3,3,0,0,1,1,2,3,1,40.0,0
2,2,0,2,4,4,4,4,0,0,1,2,2,2,1,40.0,1
2,2,0,2,5,5,3,4,1,0,1,2,2,1,1,0.0,0
2,2,0,2,5,5,3,4,1,0,1,2,2,1,1,0.0,0
2,2,1,2,4,4,4,4,1,0,1,3,2,1,1,25.0,0
1,2,0,2,4,5,3,4,0,0,1,1,2,1,1,0.0,0
